Number,Surname,GivenName,TelephoneNumber,Birthday
1413,"de Chateaub",Sibyla,05.44.57.20.66,3/27/1958
1414,Belisle,Aymon,05.34.45.84.09,11/23/1987
1415,Desnoyers,Audric,01.03.96.66.00,4/7/1990
1416,Truchon,Christian,04.54.20.31.81,8/2/1992
1417,Martin,Noelle,05.80.25.47.27,8/27/1968
1418,Marois,Gilles,02.99.78.57.02,8/21/1974
1419,Fresne,Tearlach,01.75.31.99.01,2/7/1971
1420,Marier,Guy,01.71.43.51.28,4/3/1947
1421,Blanchard,Antoinette,01.26.38.23.99,7/27/1961
1422,Gaulin,Prewitt,04.95.21.71.01,6/21/1989
1423,Beaulé,Geoffrey,01.97.14.98.94,11/1/1949
1424,Longpré,Marc,02.98.54.57.35,8/23/1994
1425,Roussel,Maurelle,03.27.90.40.49,11/10/1968
1426,Guilmette,Belisarda,01.06.56.95.76,1/21/1956
1427,Flamand,Aurélie,01.38.94.04.98,3/9/1963
1428,Morin,Dominique,01.99.07.49.08,2/8/1989
1429,Lacombe,Thomas,01.78.90.12.91,8/30/1970
1430,Saindon,Raison,01.80.18.39.86,12/1/1946
1431,Giguère,Medoro,03.94.48.96.26,9/18/1963
1432,Mireault,Leone,05.12.05.29.13,6/20/1978
1433,Lepage,Caroline,03.69.64.70.33,11/6/1990
1434,Dostie,Aubert,03.92.03.47.99,8/7/1969
1435,Perillard,Guerin,03.44.08.85.37,3/15/1958
1436,Aubé,Brice,01.65.70.48.32,11/14/1999
1437,Rousseau,Amabella,01.96.64.59.00,9/28/1971
1438,Fouquet,Gaetane,02.46.92.48.72,5/26/1942
1439,Alexandre,Grégoire,01.63.99.07.29,1/28/1989
1440,Savoie,Mercer,04.27.69.79.30,5/7/1978
1441,Bourassa,Matilda,02.75.45.12.45,6/24/1991
1442,Langlais,Gemma,05.96.13.78.70,4/29/1983
1443,Jodion,Verrill,05.92.57.02.17,3/11/1941
1444,Pelchat,Audrey,03.75.80.67.50,7/28/1986
1445,Breton,Leverett,01.65.80.99.71,4/8/1989
1446,Labonté,Mignonette,03.03.63.69.95,1/31/1978
1447,Lepage,Channing,01.70.64.46.13,3/7/1972
1448,Mireault,Seymour,04.62.42.99.92,5/5/1956
1449,Saucier,Peverell,01.14.30.40.02,6/19/1955
1450,Desnoyers,Paige,01.86.50.00.31,1/11/1957
1451,Petit,Odelette,03.39.80.15.97,6/16/1953
1452,Desnoyer,Édouard,03.64.81.02.43,8/12/1962
1453,Thivierge,Cinderella,02.46.57.58.86,3/25/1994
1454,Daigle,Chappell,05.35.38.74.92,4/16/1960
1455,LaCaille,Marc,01.52.79.71.46,9/19/1995
1456,Mailhot,Anton,01.19.49.30.56,4/24/1995
1457,Baril,Orane,02.60.91.39.04,4/26/1941
1458,Goddu,Simone,01.85.35.60.27,5/8/1985
1459,Hughes,Roux,05.58.19.64.51,11/20/1959
1460,Paquette,Ogier,03.03.88.76.72,2/2/1948
1461,Morin,Toussaint,04.97.55.79.60,7/23/2000
1462,Pitre,Ninette,02.45.09.86.24,2/9/1982
1463,Roussel,Thierry,03.14.13.49.45,6/15/1942
1464,Petrie,Aimée,01.15.27.32.88,1/28/1983
1465,Francoeur,Pierrette,01.30.57.84.18,6/10/1998
1466,Leroux,Yvon,05.43.39.55.05,5/22/1991
1467,Guernon,Rosemarie,04.03.84.85.89,1/8/2000
1468,Pitre,Arber,04.18.90.25.61,9/20/1973
1469,Bourdette,Armand,05.52.04.17.06,3/18/1987
1470,Cinq-Mars,Amber,04.89.19.76.33,10/5/1979
1471,Noël,Arnaude,04.12.04.33.54,1/3/1954
1472,Brault,Lucas,01.44.46.50.97,5/6/1956
1473,Lacharité,Hugues,03.00.58.16.00,2/9/1973
1474,Moquin,Virginie,04.38.13.33.61,1/9/1984
1475,Cormier,Estelle,04.62.54.80.98,9/28/1974
1476,Lereau,Laverne,01.90.41.71.06,11/23/1959
1477,Paulet,Ogier,01.47.50.25.58,12/24/1957
1478,Gervais,Latimer,01.81.88.05.94,7/2/1953
1479,Leclair,Christiane,02.09.65.40.94,3/23/1956
1480,Dostie,David,03.68.69.25.47,11/17/1986
1481,"De La Ronde",Peppin,05.16.83.50.05,1/5/1957
1482,Gareau,Aya,01.23.20.34.88,7/22/1993
1483,Moïse,Vincent,02.13.76.35.13,10/27/1956
1484,Lebel,Saber,04.22.25.83.31,5/9/1976
1485,Lapointe,Josette,05.57.23.09.24,6/17/2002
1486,Varieur,Dexter,05.52.54.87.71,2/7/1943
1487,Lalonde,Arnaud,05.63.48.96.94,2/15/1970
1488,Therrien,Xavierre,03.95.10.55.84,10/20/1993
1489,Caisse,Simone,04.20.34.48.81,8/16/1989
1490,Bourgouin,Brunella,01.55.09.43.03,5/12/1967
1491,Arsenault,Methena,01.96.10.77.10,2/9/1942
1492,Lussier,Michèle,05.80.31.32.70,11/27/1970
1493,David,Philip,04.05.47.75.75,6/7/1954
1494,Quessy,Patrice,01.92.67.50.95,2/26/1946
1495,Francoeur,Namo,01.16.21.31.49,1/18/1947
1496,Levasseur,Senior,03.52.87.76.83,2/11/1983
1497,Goddu,Cheney,01.43.90.70.97,9/22/1968
1498,Beaujolie,Jacqueline,01.18.99.97.80,9/30/1969
1499,Paimboeuf,Théophile,01.71.32.48.36,12/14/1956
1500,Desrosiers,Coralie,03.06.18.55.26,2/9/1994
1501,Martin,Edmee,01.78.80.17.88,3/6/1992
1502,Lapresse,Claire,05.01.80.02.37,11/21/1979
1503,Tanguay,Berangaria,01.09.99.29.45,4/23/1941
1504,Chnadonnet,Mignonette,04.63.79.99.18,12/9/1968
1505,Brodeur,Hamilton,05.15.55.71.37,9/18/1950
1506,Tollmache,Pansy,01.67.54.01.72,10/29/1961
1507,Gaudreau,Maslin,01.20.21.39.54,10/8/1983
1508,Laprise,Aiglentina,04.79.47.98.69,6/11/1982
1509,Barteaux,Saber,03.35.93.48.25,10/3/1944
1510,Casgrain,Francis,02.37.33.96.04,11/27/1975
1511,Arsenault,Gauthier,01.55.39.08.48,2/20/1975
1512,Hachée,Benoît,04.33.19.99.14,11/19/1960
1513,Noël,Alexandrie,01.55.78.04.97,6/26/1965
1514,Desruisseaux,Matthieu,01.48.69.47.20,10/28/1951
1515,Lacroix,Marie,04.03.23.93.44,10/18/1960
1516,Jolicoeur,Heloise,01.97.70.18.66,6/12/1970
1517,Lagueux,Dominic,04.38.04.50.95,12/3/1976
1518,Moreau,Iven,03.86.25.35.13,4/6/1992
1519,Begin,Mason,03.75.08.56.74,11/3/1975
1520,Belisle,Archaimbau,04.47.33.75.93,12/6/1941
1521,Bordeleau,Bertrand,03.95.25.01.51,3/19/1968
1522,Gagné,Royden,03.91.45.86.19,2/22/1957
1523,Cormier,Iva,01.89.40.00.54,7/18/1956
1524,Dastous,Gaetan,01.54.26.27.12,3/2/1983
1525,Davignon,Bernadette,05.00.08.59.31,12/23/1954
1526,Houle,Gabrielle,03.60.48.82.64,8/26/1983
1527,Paquet,Xavierre,03.17.96.00.71,1/29/1951
1528,Salois,Fayette,05.73.86.75.63,5/13/1960
1529,Corbin,Odo,04.47.32.06.99,11/23/1994
1530,Rousseau,Alfred,02.05.45.80.67,3/30/1989
1531,Descoteaux,Belisarda,01.92.58.51.94,9/8/1959
1532,Giroux,Élodie,04.38.66.57.09,8/12/1991
1533,Fortier,Vallis,02.58.58.58.62,1/12/1941
1534,Lamoureux,Eustache,01.22.05.71.87,4/7/1975
1535,Grandbois,Emmanuelle,01.67.72.96.64,11/19/1960
1536,Devoe,Platt,04.20.12.33.19,10/19/1960
1537,Arsenault,Madelene,03.80.04.62.79,2/19/1987
1538,Chouinard,Marsilius,02.68.40.83.07,9/3/1999
1539,L'Hiver,Dexter,02.73.50.25.18,8/27/1976
1540,Latourelle,Auda,04.62.98.57.57,8/27/1991
1541,Crête,Burkett,03.47.98.49.78,7/17/1947
1542,Royer,Senior,03.16.42.63.92,2/11/1968
1543,Chabot,Martin,05.61.32.00.14,10/1/1978
1544,Lampron,Yvon,05.39.35.83.00,5/12/1956
1545,Bonnet,Édouard,03.61.56.14.17,8/12/1988
1546,Dastous,Chappell,02.00.28.62.03,2/25/1996
1547,Deschamps,Alphonsine,04.53.71.21.76,6/23/1994
1548,Gousse,Garland,05.81.94.02.14,7/18/1967
1549,Bérubé,Latimer,01.08.88.21.35,8/6/1961
1550,Tanguay,Davet,04.98.94.34.40,4/4/1958
1551,Chatigny,Christabel,01.07.39.35.85,6/19/1961
1552,Ménard,Zoé,04.87.56.91.27,12/9/1975
1553,Lamour,Alphonse,01.43.91.77.87,8/10/2004
1554,Montminy,Roslyn,01.09.39.55.77,3/3/1959
1555,Lacroix,Danielle,05.05.52.63.87,1/12/1955
1556,"Des Meaux",Eugène,01.39.43.54.95,2/10/1940
1557,Caya,Delmare,01.88.70.96.44,12/17/1940
1558,Vadnais,Brice,04.09.43.47.38,7/24/1992
1559,Busque,Mallory,01.52.69.77.79,10/24/1958
1560,René,Jacqueline,02.28.70.20.93,1/12/1958
1561,Courtois,Elita,01.54.20.57.85,6/13/1974
1562,Belisle,Garland,05.93.91.37.33,8/25/1972
1563,Gaillard,Esperanza,04.63.66.17.73,11/29/2001
1564,Houle,Louis,04.66.70.15.61,12/2/1943
1565,Charpentier,Kari,03.63.34.96.32,12/29/1970
1566,Lajeunesse,Huette,04.55.90.34.12,8/23/1996
1567,Garreau,Jessamine,04.81.68.36.58,2/18/1958
1568,Boutot,Ernest,01.39.89.17.52,4/25/2003
1569,Dennis,Yseult,04.01.67.63.03,5/15/1987
1570,Labrecque,Eliot,04.02.70.88.68,1/6/1980
1571,Bourgeois,Searlas,02.18.30.49.39,1/29/1976
1572,Desforges,Stéphane,04.11.00.36.52,3/5/1942
1573,Devost,Ninette,01.55.74.71.06,9/16/1942
1574,Dagenais,Pierrette,05.30.90.60.02,2/22/1984
1575,Chnadonnet,Caroline,03.92.65.17.70,4/6/1941
1576,Querry,Felicien,01.62.55.99.93,6/6/1978
1577,Patenaude,Adélaïde,04.69.82.40.67,3/5/1984
1578,Alexandre,Yvette,01.54.15.66.76,11/30/1995
1579,Lambert,Hamilton,05.48.19.63.03,8/29/1982
1580,Audet,Manville,04.93.66.46.37,1/19/1978
1581,Lazure,Adorlee,04.17.71.07.87,6/1/1953
1582,Guimond,Alfred,01.18.91.86.73,3/29/1945
1583,Chnadonnet,Channing,02.22.66.96.41,9/4/1974
1584,Echeverri,Théophile,03.23.96.18.56,8/17/1970
1585,Bellemare,Felicienne,05.42.08.38.05,12/30/1981
1586,Patenaude,Valentine,04.25.56.81.79,7/9/1992
1587,Mazuret,Agrican,04.55.10.89.48,6/22/1948
1588,René,Vignette,01.44.24.70.51,1/5/1961
1589,Labelle,Blanche,01.57.67.96.19,5/19/1993
1590,Émond,Sumner,04.60.91.42.84,3/25/1941
1591,Sacré,Xavier,04.75.10.55.96,8/10/1964
1592,Thivierge,Eulalie,02.39.67.90.01,11/1/1969
1593,Houle,Romain,04.19.55.62.65,8/15/1965
1594,Mercier,Ruby,04.27.21.85.15,5/12/1979
1595,Perillard,Auda,01.29.51.56.93,2/10/1965
1596,CinqMars,Matilda,04.57.54.14.80,4/3/1989
1597,Robert,Fanette,05.33.40.32.26,2/17/1962
1598,Thibodeau,Audric,01.86.75.34.20,8/14/1992
1599,Varieur,Rive,04.02.91.11.89,10/27/1947
1600,Pomerleau,Brice,03.66.28.47.60,11/28/1938
1601,Laderoute,Orville,01.25.82.76.01,3/5/1983
1602,Jolicoeur,Villette,01.22.75.82.38,12/10/1972
1603,Arcouet,Chandler,04.94.91.04.10,2/25/1963
1604,Berie,Brigitte,03.90.23.80.74,12/18/1938
1605,Charette,Onfroi,03.81.86.80.59,7/17/1994
1606,Lajoie,Viollette,04.26.83.89.33,5/12/1988
1607,Bourget,Annot,01.43.08.88.05,7/11/1963
1608,Huard,Françoise,01.03.37.37.33,10/16/1967
1609,Faure,Geoffrey,03.19.85.49.12,2/18/1975
1610,Cloutier,Roxanne,01.67.09.67.48,3/1/2004
1611,Brunelle,Fantina,03.31.68.49.18,11/15/1947
1612,Beauchemin,Arber,03.52.98.31.49,4/26/1986
1613,Rodrigue,Laurent,03.59.37.25.88,2/20/1956
1614,Carignan,Yolande,01.24.96.47.77,7/31/1944
1615,Guérette,Ferragus,01.41.82.53.68,1/16/1966
1616,Narcisse,Aubrey,05.85.31.56.82,12/18/1948
1617,Bélanger,Soren,01.32.90.62.67,2/12/1988
1618,Bériault,Philippe,01.71.85.06.51,8/6/1980
1619,Chaloux,Odo,02.10.62.31.18,3/18/1939
1620,Perillard,Gaston,04.46.90.48.80,4/25/1969
1621,Durepos,Joanna,03.55.65.53.52,5/21/1966
1622,Talon,Manville,04.43.30.55.66,9/9/1997
1623,Bérubé,Gérard,01.48.58.68.33,6/15/1955
1624,Huard,Voleta,04.56.98.17.54,1/24/1943
1625,Lachance,Toussaint,05.66.33.49.29,11/17/1950
1626,Bérard,Antoine,01.84.55.89.71,2/21/1951
1627,Guimond,Arnou,02.94.23.58.75,5/20/1987
1628,Baron,Orson,05.03.42.69.78,5/31/1991
1629,Carrière,Gill,01.22.43.10.50,6/4/1961
1630,Talon,Allyriane,03.04.21.01.97,2/10/1958
1631,Doyon,Colette,01.95.16.16.24,10/28/1961
1632,Lamarre,Orville,05.66.66.87.19,1/25/1970
1633,Doyon,Arlette,02.60.95.86.79,11/22/1979
1634,Francoeur,Javier,01.52.35.77.30,6/1/1939
1635,Beaulé,Gemma,04.06.28.04.73,2/4/1979
1636,Garcia,France,01.60.37.15.30,8/19/1985
1637,Aubin,Morgana,04.17.94.50.17,8/29/1992
1638,Plouffe,Javier,01.71.84.45.67,3/27/1941
1639,Batard,Pryor,01.35.61.42.85,1/16/1979
1640,Tollmache,Gaston,01.31.70.51.19,12/12/1940
1641,Abril,Jeanne,05.24.24.30.37,9/30/1955
1642,Bertrand,Corinne,01.03.11.46.50,6/14/1949
1643,Bourgeois,Fanette,01.64.88.51.47,1/5/1944
1644,Auger,Scoville,01.57.06.28.08,9/30/1938
1645,Dumoulin,Mignonette,02.40.60.82.38,5/11/1999
1646,Duclos,Forrest,04.13.64.96.33,6/11/1984
1647,Turgeon,Avice,01.44.77.61.94,12/11/1959
1648,Boulanger,Marthe,01.00.39.97.56,8/3/1972
1649,Tougas,Vignette,01.18.11.82.17,9/4/1945
1650,Bonneville,Faye,03.59.71.81.16,6/3/1946
1651,Begin,Zurie,01.25.92.06.24,8/1/1971
1652,Binet,Leverett,05.53.82.20.66,9/13/1989
1653,Cartier,Crescent,03.89.96.12.52,11/17/1954
1654,Sirois,Mason,05.02.27.28.69,9/24/1952
1655,Begin,Aubert,01.83.68.11.85,5/5/1973
1656,Migneault,Sydney,04.73.05.61.86,7/21/1978
1657,Jardine,Zacharie,03.53.38.45.73,6/26/1957
1658,Rossignol,Laetitia,05.65.40.94.86,10/29/1990
1659,Dupont,Eugène,02.87.65.16.77,2/19/1981
1660,Chaussée,Rabican,04.51.35.70.75,12/26/1962
1661,Lejeune,Émilie,04.52.43.33.90,6/21/1976
1662,Cyr,Agrican,02.98.30.90.10,6/15/1987
1663,Gousse,Sidney,03.30.21.66.04,11/20/1964
1664,Deserres,Melisande,01.85.31.11.88,1/26/1975
1665,Legault,Aubrey,01.78.00.97.56,1/24/1976
1666,Beauchemin,Travers,01.24.43.07.61,4/20/1984
1667,Moquin,Paien,01.92.94.08.94,10/24/1953
1668,Laforest,Adrien,01.12.03.30.61,7/21/1994
1669,Bureau,Paul,01.08.78.16.63,7/10/1940
1670,Sauvé,Fitz,01.55.28.64.82,12/7/1983
1671,Ruel,Ruby,04.41.41.17.02,4/29/1993
1672,Labrecque,Oliver,04.35.72.39.53,5/7/1991
1673,Hughes,Ogier,02.78.49.74.17,6/11/1991
1674,Therriault,Isaac,04.64.80.27.10,11/29/1938
1675,Phaneuf,Thibaut,03.13.30.17.84,10/30/1946
1676,Sylvain,Barry,05.24.79.50.48,1/21/1991
1677,Faubert,Hardouin,04.65.01.59.86,11/29/1978
1678,Fremont,Fiacre,01.81.14.98.06,2/14/1965
1679,Monty,Aloin,04.00.38.07.46,3/1/1950
1680,Dandonneau,Beaufort,03.59.33.68.32,2/20/1939
1681,Boisvert,Pansy,03.84.44.15.25,2/8/1981
1682,Trudeau,Quennel,01.17.38.40.66,8/21/1960
1683,Charlesbois,Damiane,05.80.95.70.81,11/28/1969
1684,Couet,Russell,02.07.39.29.40,9/16/1970
1685,Phaneuf,Searlait,03.06.79.00.50,2/25/1977
1686,Proulx,Philip,01.68.38.49.68,4/17/1947
1687,Lajeunesse,Normand,03.11.42.81.16,8/7/1971
1688,Labonté,Fabien,01.65.81.68.68,12/2/1953
1689,Souplet,Oliver,01.27.26.01.87,2/28/1962
1690,Labossière,Amitee,04.43.45.96.75,8/18/1985
1691,Lampron,Amabella,04.55.59.42.06,4/19/1943
1692,Jardine,Mignonette,03.73.84.21.68,7/12/1984
1693,Perillard,Solaine,05.07.27.88.89,9/3/1950
1694,Veronneau,Vernon,01.66.64.70.75,7/9/1984
1695,Robert,Garland,02.18.69.87.64,10/14/1986
1696,Fontaine,Flordelis,01.94.98.67.00,11/27/2002
1697,Saucier,Jay,04.96.07.15.10,12/1/1985
1698,Cuillerier,Émile,02.84.08.50.75,7/24/1984
1699,Archambault,Avenall,01.65.03.14.07,9/27/1985
1700,Laramée,Marcel,05.40.04.99.31,3/7/1979
1701,Desaulniers,Viollette,01.81.74.16.31,2/22/1983
1702,Brunelle,Verrill,05.24.87.99.65,5/25/1983
1703,"de Launay",Huette,01.99.74.82.75,3/18/1945
1704,Dupuis,Mandel,05.12.90.81.51,2/12/1953
1705,Deschamps,Amedee,04.21.75.56.80,7/23/1941
1706,Lemelin,Mireille,04.17.19.71.20,8/25/1987
1707,Fournier,Frontino,05.85.70.41.38,5/12/1991
1708,Bourassa,Xarles,04.08.22.70.56,1/3/1981
1709,Doiron,Rive,01.73.16.94.13,1/31/1954
1710,Brodeur,Parnella,03.52.03.50.54,6/5/1965
1711,Boivin,Donat,05.38.85.31.05,3/3/1947
1712,Charette,Caroline,03.89.46.02.61,8/31/1980
1713,Melanson,Gano,01.86.42.67.57,11/13/1964
1714,Champagne,Genevre,03.23.33.46.83,7/14/1995
1715,Grivois,Germaine,04.20.24.95.21,4/28/1939
1716,Therriault,Laurent,02.92.01.99.85,5/23/1997
1717,Croteau,Falerina,01.33.12.76.34,6/11/1958
1718,Chabot,Somer,05.18.20.22.69,5/19/1951
1719,Ménard,Chandler,04.52.33.11.79,12/3/1962
1720,Lepage,Eulalie,05.27.83.09.07,10/15/1938
1721,Charette,Sébastien,02.56.69.44.42,7/7/1945
1722,Arsenault,Clarice,04.88.29.68.36,12/27/1955
1723,Ricard,Lucille,04.68.82.68.35,2/5/1976
1724,Asselin,Fusberta,03.89.90.78.21,4/10/1995
1725,Covillon,Warrane,01.80.51.16.72,1/25/1998
1726,Brochu,Melisande,01.35.49.21.31,9/24/1957
1727,Chenard,Anouk,03.42.17.87.38,10/4/1990
1728,Rocheleau,Christine,04.11.72.14.29,10/14/1959
1729,Duhamel,Quennel,02.77.46.37.04,2/17/1954
1730,Lambert,Bellamy,05.48.66.50.32,5/16/1956
1731,Lachapelle,Albracca,04.76.66.36.48,4/11/2002
1732,Tanguay,Fabienne,02.53.34.13.06,3/17/1974
1733,Lachance,Susanne,01.67.46.74.35,8/12/1953
1734,Charlebois,Karlotta,01.34.46.99.60,6/15/1946
1735,Hervieux,Karel,01.58.58.10.57,11/5/1968
1736,Ouellet,Vernon,04.60.17.07.83,7/24/1954
1737,Lajeunesse,Arthur,01.60.37.63.26,1/25/1952
1738,Gendron,Soren,05.55.94.25.05,7/21/1939
1739,Belisle,Crescent,03.97.86.08.80,9/22/1990
1740,Édouard,Estelle,02.14.25.01.71,3/10/1988
1741,"Des Meaux",Marie,01.36.18.21.71,7/31/2000
1742,Laforge,Amarante,01.50.61.95.11,11/28/1994
1743,Lepage,Burrell,04.55.13.12.48,3/19/1963
1744,Ruel,Sydney,04.72.61.51.20,7/10/1991
1745,Létourneau,Barry,03.87.62.69.04,11/20/1973
1746,Quirion,Tabor,05.53.77.44.06,8/27/1971
1747,Foucault,Tempeste,04.98.94.44.02,12/17/1939
1748,Gareau,Christiane,05.83.13.80.66,1/7/1985
1749,Chesnay,Victoire,05.56.48.44.01,8/24/1976
1750,Chrétien,Paige,04.84.39.74.56,8/26/1967
1751,Chalut,Matthieu,01.79.66.56.93,11/3/1938
1752,Labonté,Roslyn,03.31.27.38.42,1/8/1993
1753,Patry,Merlin,01.77.14.35.05,7/16/1961
1754,"Des Meaux",Rule,01.13.60.02.26,1/26/1950
1755,Levasseur,Adèle,02.34.07.09.42,8/18/2004
1756,Labbé,Yvon,01.27.09.88.42,11/27/1970
1757,Sicard,Eglantine,02.58.89.84.33,5/6/2000
1758,Truchon,Somer,04.77.63.04.95,9/9/1948
1759,Laframboise,Avent,04.03.76.08.07,10/27/1991
1760,Jetté,Geneviève,01.39.17.47.20,5/29/1947
1761,Plante,Eglantine,05.70.77.27.33,4/14/1985
1762,Robert,Iven,03.52.56.45.39,9/8/1976
1763,Davignon,Magnolia,05.46.20.00.75,6/26/1981
1764,Quiron,Fleurette,05.24.90.66.75,12/6/1970
1765,Quenneville,Legget,04.94.73.63.07,8/14/1979
1766,Jobin,D'Arcy,03.82.24.48.26,6/19/1997
1767,Charpentier,Emmanuelle,04.43.42.24.38,7/27/1985
1768,Devost,Wyatt,01.77.16.80.25,7/30/2001
1769,Desforges,Pascaline,04.17.18.73.91,5/12/1979
1770,Barteaux,Gano,01.99.34.48.36,2/13/2002
1771,Deserres,Liane,04.30.42.05.87,7/5/1980
1772,Huard,Nicole,01.69.77.04.58,10/28/1981
1773,Martineau,Eugenia,02.05.62.40.00,2/13/1983
1774,Louis,Roland,01.25.95.09.94,5/12/1984
1775,Saurel,Corette,04.54.15.74.27,7/16/2001
1776,Asselin,Oriel,01.70.91.68.64,7/2/1970
1777,Gousse,Yolette,01.49.88.33.39,10/18/1943
1778,Leroy,Quennel,02.49.76.25.92,12/17/1988
1779,Compagnon,Éric,01.52.63.34.13,4/7/1963
1780,Dionne,Dalmace,03.82.81.16.23,10/28/1979
1781,Therrien,Esperanza,01.63.18.52.57,11/30/1988
1782,Parenteau,Adrien,02.68.36.07.21,11/21/1968
1783,"de Brisay",Franck,02.39.40.65.07,9/18/1962
1784,Goulet,Inès,05.87.20.40.76,11/10/1954
1785,Sauriol,Sébastien,04.11.03.93.38,4/4/1980
1786,Bernard,Fortun,01.50.04.47.01,11/29/1984
1787,Marchesseault,Granville,01.13.51.38.99,6/14/1959
1788,Chaussée,Loyal,01.16.44.05.99,1/25/1959
1789,Lapierre,Noelle,03.85.12.05.11,3/19/1945
1790,Marleau,Demi,01.54.18.50.63,3/21/1993
1791,Cloutier,Vedette,03.85.91.20.87,12/4/1991
1792,Vachon,Norris,01.37.84.92.94,5/4/2000
1793,Laforest,Millard,04.27.77.78.89,12/9/1964
1794,Benoit,Manon,03.72.00.13.43,11/5/1975
1795,Laliberté,Geneviève,04.43.57.93.08,6/3/1948
1796,Garreau,"La Roux",01.74.92.41.48,3/5/1988
1797,Hachée,Delit,02.06.68.53.69,5/3/1977
1798,DuLin,Agramant,01.15.74.42.08,8/20/1953
1799,Champagne,Vincent,01.87.33.09.41,6/4/1987
1800,Pouchard,Benoît,05.43.38.95.27,3/2/1946
1801,Racine,Fortun,03.43.77.46.69,1/19/1969
1802,Bertrand,Sennet,03.75.61.30.63,12/27/1959
1803,Cyr,Françoise,01.81.57.32.08,10/18/2000
1804,Charlebois,Mercer,01.62.13.58.54,5/10/2002
1805,Blanc,Pinabel,05.69.75.71.82,6/2/1968
1806,Aucoin,Laurene,04.26.83.74.87,6/29/1972
1807,Cotuand,Somerville,02.15.81.52.79,11/4/1947
1808,Dubeau,Bruno,01.33.34.35.59,3/10/2003
1809,Bertrand,Octave,04.45.25.23.98,11/30/1988
1810,Bertrand,Fabrice,01.64.77.14.18,4/26/1943
1811,Narcisse,Albracca,04.68.86.74.13,2/25/1987
1812,Senneville,Rémy,01.44.36.06.35,8/14/1953
1813,Pouliotte,Durandana,04.88.67.71.87,4/17/2000
1814,Rochon,Courtland,04.81.00.90.06,4/28/1995
1815,Doucet,Vernon,02.46.94.86.03,7/19/1977
1816,Jobin,Anaïs,02.77.72.98.45,10/31/1949
1817,Bouvier,Burnell,02.32.94.82.00,4/20/1994
1818,Bérubé,Demi,01.13.92.52.26,5/11/1938
1819,Lereau,Seymour,05.27.67.60.97,5/2/1942
1820,Beaulac,Brie,04.25.36.03.45,6/2/1983
1821,Pitre,Lowell,05.99.85.77.96,10/27/1994
1822,Brian,Sargent,02.29.57.88.02,2/22/1954
1823,Collin,Dominique,02.44.31.05.42,10/13/1950
1824,Boivin,Eloise,03.39.34.03.45,8/12/1998
1825,Pinneau,Constance,04.37.45.45.57,9/18/1991
1826,St-Pierre,Rosemarie,05.19.14.85.83,12/10/1941
1827,Mercure,Hortense,04.85.77.67.66,2/24/1979
1828,Riquier,Marshall,01.35.29.04.29,7/16/1978
1829,Durand,Ignace,02.30.45.76.49,11/18/1991
1830,Jetté,Hardouin,05.85.41.31.55,4/21/1958
1831,Devost,Pierpont,01.32.93.92.03,7/23/1961
1832,Brousse,Maurelle,03.00.43.02.47,12/22/1971
1833,Courtemanche,Nathalie,05.81.31.85.47,8/27/1983
1834,DeGrasse,Lundy,01.28.11.78.92,1/23/1974
1835,Duplanty,Luce,04.65.92.29.61,12/15/1944
1836,Vallée,Satordi,02.26.80.21.31,12/7/1977
1837,Rossignol,Lance,04.89.07.34.20,5/5/1944
1838,Gadbois,Somerville,05.24.44.22.25,2/28/1968
1839,Girard,Royce,02.13.60.09.96,11/16/1961
1840,Jodion,Cendrillon,05.93.71.59.60,11/10/1985
1841,Mothé,Viollette,03.67.03.65.93,6/30/1956
1842,Beaulé,Fanchon,03.13.29.25.60,2/2/2005
1843,Rouze,Dielle,04.79.11.01.30,7/11/1958
1844,Lagacé,Charles,01.05.90.95.10,2/21/1985
1845,Lazure,Thomas,02.57.17.94.47,10/2/1974
1846,Pelland,Jolie,04.64.27.22.95,6/30/1991
1847,Lefèbvre,Evrard,01.56.65.79.72,10/20/2003
1848,Mailly,Lirienne,04.91.31.83.04,10/8/1943
1849,Vachon,Romaine,02.38.75.38.35,11/5/1997
1850,Quiron,Charles,02.21.78.45.96,11/4/1959
1851,Grimard,Sibyla,03.37.23.42.69,4/3/1980
1852,Vachon,Adrienne,03.35.22.83.96,8/21/1951
1853,Rhéaume,Dorene,01.97.35.78.86,6/24/1989
1854,Daoust,Verrill,04.11.20.11.71,6/7/1992
1855,Lespérance,Clothilde,01.07.35.54.54,7/30/1977
1856,Bonenfant,Damiane,01.89.03.62.33,9/27/1955
1857,Coudert,Apolline,01.13.59.73.66,5/21/1957
1858,Pelletier,Stéphane,03.47.61.80.37,5/8/1943
1859,Labrosse,Huette,03.69.22.35.00,3/25/2002
1860,Cinq-Mars,Avelaine,01.34.11.75.38,1/10/1962
1861,Caouette,Elita,03.65.50.56.63,10/23/1974
1862,Chenard,Rosamonde,01.65.56.14.83,6/23/1984
1863,Mouet,Rémy,01.45.97.76.57,8/25/1938
1864,Talon,Colette,01.36.81.65.72,11/17/1957
1865,Raymond,Platt,01.17.80.07.10,7/1/1961
1866,Lamour,Pensee,01.21.78.93.53,10/29/1947
1867,Cailot,Sacripant,04.06.16.93.56,5/25/2004
1868,Bonenfant,Fantina,04.93.14.03.26,11/11/1969
1869,Béland,Chapin,01.32.46.73.33,12/30/1988
1870,Rochefort,Nouel,01.39.22.65.93,10/3/1988
1871,Laliberté,Gilles,05.92.13.13.11,5/19/1986
